county,pop_2022,log_population,pct_pov_2021
Benton County,97630,11.4889401,17.3
Clackamas County,423177,12.95554581,8.4
Clatsop County,41695,10.6381365,12.9
Columbia County,53588,10.88908044,10.2
Coos County,64990,11.08198869,17.4
Crook County,26375,10.18017187,12
Curry County,23598,10.06891724,14.8
Deschutes County,206549,12.23829295,8.7
Douglas County,112297,11.62890243,16.5
Gilliam County,2018,7.609862201,10.4
Grant County,7218,8.884333185,15.6
Harney County,7515,8.924656302,16.2
Hood River County,24048,10.08780711,10.9
Jackson County,221644,12.30882777,13.5
Jefferson County,25330,10.13974474,15.9
Josephine County,87730,11.3820192,16.8
Klamath County,70212,11.15927452,19.1
Lake County,8385,9.034199674,15.7
Lane County,382353,12.85409954,14.4
Lincoln County,50813,10.83590751,15.2
Linn County,130467,11.7788756,12.1
Malheur County,31879,10.36970276,20
Marion County,346703,12.75622378,13.3
Morrow County,12300,9.417354541,13.8
Multnomah County,795083,13.58620179,12.4
Polk County,89614,11.40326684,11
Sherman County,1955,7.578145472,12.8
Tillamook County,27574,10.22462858,14.6
Umatilla County,80215,11.29246581,13.2
Union County,26177,10.17263644,17.5
Wallowa County,7659,8.943636706,12.9
Wasco County,26561,10.18719925,13.3
Washington County,600176,13.30497822,8.6
Wheeler County,1445,7.275864601,17.4
Yamhill County,108226,11.59197691,10.9
Adams County,106027,11.57144906,8.6
Allegheny County,1233253,14.02516595,11.3
Armstrong County,64747,11.07824265,11.8
Beaver County,165677,12.01779539,11.1
Bedford County,47418,10.76675718,11.6
Berks County,430449,12.97258413,12.9
Blair County,121032,11.70381025,11.9
Bradford County,59866,10.99986401,13.7
Bucks County,645054,13.37708931,6.5
Butler County,197300,12.19248069,8.5
Cambria County,131441,11.78631336,12.9
Cameron County,4418,8.393442384,13.4
Carbon County,65460,11.08919455,14
Centre County,158425,11.97303657,15.2
Chester County,545823,13.21005003,6.6
Clarion County,37346,10.52798109,11.8
Clearfield County,77904,11.26323258,14.2
Clinton County,37931,10.543524,13.2
Columbia County,64926,11.08100344,16.2
Crawford County,82670,11.32261206,15
Cumberland County,268579,12.50090038,8
Dauphin County,288800,12.57348969,11.8
Delaware County,575182,13.26244179,10.1
Elk County,30477,10.32472758,10.1
Erie County,267689,12.49758114,15.8
Fayette County,125755,11.74209085,15.9
Forest County,6626,8.798756583,19.6
Franklin County,156902,11.96337669,9.5
Fulton County,14533,9.584177205,11.4
Greene County,34663,10.45342811,14.8
Huntingdon County,43281,10.67546902,13.9
Indiana County,82957,11.32607768,13.7
Jefferson County,43794,10.6872521,13.3
Juniata County,23339,10.05788106,9.9
Lackawanna County,215615,12.28124969,13.7
Lancaster County,556629,13.22965423,8.8
Lawrence County,84849,11.34862849,12.2
Lebanon County,144011,11.87764496,9
Lehigh County,376317,12.83818715,11.1
Luzerne County,326369,12.69578392,12.8
Lycoming County,113104,11.63606303,10.7
McKean County,39866,10.59327911,13.4
Mercer County,109220,11.60111948,12.9
Mifflin County,45988,10.73613577,15.1
Monroe County,167198,12.02693402,11.3
Montgomery County,864683,13.67011824,7
Montour County,18091,9.803169856,9.3
Northampton County,318526,12.67145938,9.7
Northumberland County,90133,11.40904164,11.8
Perry County,46114,10.73887187,7.9
Philadelphia County,1567258,14.26483815,22.3
Pike County,60558,11.01135686,8.8
Potter County,16220,9.694000328,16.1
Schuylkill County,143104,11.87132692,12.8
Snyder County,39652,10.58789667,9.7
Somerset County,72710,11.19423421,12.9
Sullivan County,5855,8.675051276,12.9
Susquehanna County,38074,10.54728691,12
Tioga County,41106,10.62390938,13.3
Union County,42744,10.66298411,12.1
Venango County,49777,10.81530831,13.1
Warren County,37808,10.540276,12.3
Washington County,210383,12.25668496,9.1
Wayne County,51173,10.84296733,12.6
Westmoreland County,352057,12.77154837,11.2
Wyoming County,26014,10.16639013,11.6
York County,461058,13.04127913,9.2
Bristol County,50360,10.82695249,7.5
Kent County,171275,12.05102573,8.1
Newport County,84481,11.34428194,9.7
Providence County,657288,13.39587756,14.3
Washington County,130330,11.77782497,9.2
Abbeville County,24356,10.1005335,14.8
Aiken County,174150,12.06767228,15.5
Allendale County,7579,8.933136544,35.4
Anderson County,209581,12.25286558,15.9
Bamberg County,12908,9.465602553,25.9
Barnwell County,20414,9.923976219,23
Beaufort County,196371,12.18776101,11.3
Berkeley County,245117,12.40949093,10.2
Calhoun County,14179,9.559517276,18.7
Charleston County,419279,12.94629185,13.8
Cherokee County,56121,10.93526535,18.8
Chester County,31931,10.3713326,17.3
Chesterfield County,43683,10.68471429,20.2
Clarendon County,30913,10.33893209,20.8
Colleton County,38599,10.56098165,20.9
Darlington County,62398,11.0412885,20.9
Dillon County,27738,10.23055859,26.1
Dorchester County,166133,12.02054395,9.9
Edgefield County,26932,10.20107045,16.8
Fairfield County,20455,9.92598263,20.6
Florence County,136721,11.82569763,18.8
Georgetown County,64722,11.07785645,14.7
Greenville County,547950,13.21393932,10.9
Greenwood County,69267,11.14572388,15.9
Hampton County,18113,9.804385191,23.5
Horry County,383101,12.85605394,12.6
Jasper County,32039,10.37470919,16.1
Kershaw County,67751,11.1235945,14
Lancaster County,104577,11.55767892,11.8
Laurens County,67965,11.12674815,18.5
Lee County,16153,9.68986107,25.9
Lexington County,304797,12.62740126,11.1
McCormick County,9764,9.186457432,19.5
Marion County,28450,10.25590344,29.2
Marlboro County,26039,10.16735069,24.1
Newberry County,38247,10.5518204,14.9
Oconee County,80180,11.29202939,16.4
Orangeburg County,83094,11.32772778,26.5
Pickens County,133462,11.80157207,17.8
Richland County,421566,12.95173163,17
Saluda County,18938,9.848925765,16.5
Spartanburg County,345831,12.7537055,13.7
Sumter County,104012,11.55226156,20
Union County,26752,10.19436452,20.1
Williamsburg County,30058,10.31088413,21.2
York County,294248,12.59217823,9.7
Aurora County,2755,7.921172722,9.9
Beadle County,19376,9.871790466,12.7
Bennett County,3336,8.112527763,31
Bon Homme County,7062,8.862483576,14
Brookings County,35484,10.47683717,12.6
Brown County,37972,10.54460433,11.6
Brule County,5321,8.579416535,12.8
Buffalo County,1861,7.528869257,35.9
Butte County,10774,9.284891103,12.2
Campbell County,1349,7.207118856,10.9
Charles Mix County,9213,9.128370809,22.6
Clark County,3912,8.271804031,10.6
Clay County,15280,9.634300063,16.8
Codington County,28721,10.26538384,9.6
Corson County,3826,8.24957515,41.9
Custer County,9006,9.105646301,9.8
Davison County,19973,9.90213664,11.4
Day County,5479,8.608677882,14.5
Deuel County,4352,8.378390789,9.1
Dewey County,5140,8.544808358,23.7
Douglas County,2776,7.928766322,11.4
Edmunds County,4065,8.310169022,10.1
Fall River County,7370,8.905172985,13.5
Faulk County,2126,7.661997559,15.7
Grant County,7463,8.917712757,9.8
Gregory County,3962,8.284504227,14.2
Haakon County,1826,7.509883061,10.7
Hamlin County,6352,8.756525003,7.8
Hand County,3140,8.051978079,8.7
Hanson County,3461,8.149312844,8.2
Harding County,1330,7.192934221,11.5
Hughes County,17692,9.780867839,9.8
Hutchinson County,7368,8.904901578,12.8
Hyde County,1184,7.076653815,11.3
Jackson County,2821,7.944846711,28.1
Jerauld County,1650,7.408530567,13.2
Jones County,884,6.784457063,12.9
Kingsbury County,5294,8.574329383,9.3
Lake County,10972,9.303101852,9.6
Lawrence County,27214,10.21148683,13
Lincoln County,70987,11.17025204,3.9
Lyman County,3692,8.213923596,20.7
McCook County,5778,8.661812881,9.2
McPherson County,2395,7.78113851,16.7
Marshall County,4374,8.383433201,11.2
Meade County,30698,10.33195278,9.3
Mellette County,1892,7.54538975,30
Miner County,2304,7.742402022,10.9
Minnehaha County,203971,12.22573311,9.5
Moody County,6349,8.756052599,10.5
Oglala Lakota County,13519,9.511851382,43.5
Pennington County,114461,11.64798943,11.6
Perkins County,2804,7.938802248,14.3
Potter County,2438,7.79893331,10.1
Roberts County,10163,9.226508953,17.6
Sanborn County,2415,7.789454566,12.4
Spink County,6235,8.737933858,11.2
Stanley County,2999,8.006034179,7.5
Sully County,1471,7.293697721,7.5
Todd County,9220,9.129130317,39.8
Tripp County,5565,8.624252264,20.5
Turner County,8856,9.088850474,9.7
Union County,17063,9.744667656,6.5
Walworth County,5265,8.568836425,16.4
Yankton County,23373,10.05933679,11
Ziebach County,2395,7.78113851,38.1
Anderson County,78913,11.27610126,14.3
Bedford County,51950,10.858037,13.4
Benton County,16002,9.680468993,18.3
Bledsoe County,14798,9.602247315,22.1
Blount County,139958,11.84909766,9.7
Bradley County,110616,11.61382002,11.7
Campbell County,39584,10.58618028,19.9
Cannon County,14788,9.60157132,14.9
Carroll County,28458,10.2561846,15.9
Carter County,56410,10.94040173,17.1
Cheatham County,41830,10.64136906,8.6
Chester County,17609,9.776165414,17.6
Claiborne County,32431,10.38687003,17.1
Clay County,7620,8.938531649,18.7
Cocke County,36879,10.51539756,21
Coffee County,59728,10.9975562,15.6
Crockett County,13888,9.538780437,15.6
Cumberland County,63522,11.05914158,14.9
Davidson County,708144,13.47040274,15
Decatur County,11564,9.355652103,17.7
DeKalb County,21003,9.952420564,15.5
Dickson County,55761,10.92882998,12.1
Dyer County,36410,10.50259874,16
Fayette County,43630,10.68350027,12.3
Fentress County,19332,9.869517033,19.9
Franklin County,43942,10.69062586,12.4
Gibson County,50837,10.83637971,13.4
Giles County,30554,10.32725089,12.4
Grainger County,24277,10.09728468,16.9
Greene County,71405,11.17612317,12.5
Grundy County,13783,9.531191228,20.5
Hamblen County,65168,11.08472383,18.4
Hamilton County,374682,12.83383295,12.6
Hancock County,6845,8.831273738,27.6
Hardeman County,25529,10.14757034,20.9
Hardin County,27077,10.20643994,17.6
Hawkins County,58043,10.96893939,16.5
Haywood County,17550,9.772809229,21.3
Henderson County,27929,10.23742085,13.6
Henry County,32379,10.38526534,16.4
Hickman County,25455,10.14466747,16.3
Houston County,8219,9.014203826,15.3
Humphreys County,19106,9.857757701,12.1
Jackson County,11989,9.391744842,21.2
Jefferson County,56727,10.94600557,14.7
Johnson County,18086,9.802893437,23.7
Knox County,494574,13.11145206,12.1
Lake County,6507,8.780633799,33.4
Lauderdale County,24793,10.11831663,21.5
Lawrence County,45415,10.72359773,13.6
Lewis County,12957,9.469391462,14.7
Lincoln County,36004,10.49138532,14.6
Loudon County,58181,10.97131412,9.6
McMinn County,54719,10.90996628,14.5
McNairy County,25988,10.16539017,15.4
Macon County,26229,10.17462095,15.9
Madison County,99245,11.50534682,17.1
Marion County,29094,10.27828725,16.2
Marshall County,35878,10.48787957,11.1
Maury County,108159,11.59135765,10.3
Meigs County,13272,9.493411832,15.2
Monroe County,47740,10.7735249,15.6
Montgomery County,235201,12.36819575,10.8
Moore County,6742,8.816111896,9.7
Morgan County,21224,9.962887896,18.1
Obion County,30394,10.3220005,15.5
Overton County,23044,10.04516071,14.9
Perry County,8685,9.069352679,17
Pickett County,5107,8.538367427,14.2
Polk County,17863,9.790486813,13.5
Putnam County,82382,11.31912225,13.7
Rhea County,33730,10.42614293,15.8
Roane County,55082,10.91657826,13.1
Robertson County,75470,11.23149051,10.5
Rutherford County,360619,12.79557728,8.7
Scott County,22035,10.00038738,22.4
Sequatchie County,16909,9.735601304,13.6
Sevier County,98789,11.50074154,13.2
Shelby County,916371,13.72817658,18
Smith County,20489,9.927643436,11.7
Stewart County,14035,9.549309489,13.3
Sullivan County,160820,11.98804101,17.1
Sumner County,203858,12.22517895,8.6
Tipton County,61656,11.02932583,13.1
Trousdale County,12111,9.40186941,17.8
Unicoi County,17674,9.779849912,14.5
Union County,20452,9.925835956,15.6
Van Buren County,6429,8.768574284,17
Warren County,42026,10.64604375,15.6
Washington County,136172,11.82167407,14.3
Wayne County,16308,9.699411064,19.8
Weakley County,33063,10.40617011,18
White County,28064,10.2422429,16.4
Williamson County,260815,12.47156662,4
Wilson County,158555,11.97385682,7.5
Anderson County,58064,10.96930113,20.4
Andrews County,18334,9.816512539,11.8
Angelina County,87101,11.37482364,18.4
Aransas County,24944,10.12438859,15.1
Archer County,8835,9.086476385,9.6
Armstrong County,1850,7.522940918,9.9
Atascosa County,50864,10.83691068,16.4
Austin County,31097,10.34486663,10.4
Bailey County,6779,8.821584877,16.1
Bandera County,22115,10.00401139,11.4
Bastrop County,106188,11.57296639,11.5
Baylor County,3466,8.15075647,17.6
Bee County,30394,10.3220005,27.1
Bell County,388386,12.86975497,14.3
Bexar County,2059530,14.53798836,14.8
Blanco County,12418,9.426902312,9
Borden County,585,6.371611847,9.9
Bosque County,18697,9.836118362,13.2
Bowie County,92035,11.42992422,17.8
Brazoria County,388181,12.869227,9
Brazos County,242014,12.39675085,22.6
Brewster County,9343,9.142382679,13.3
Briscoe County,1431,7.26612878,14.7
Brooks County,6906,8.840145878,28.6
Brown County,38373,10.55510937,15.3
Burleson County,18657,9.83397669,14.4
Burnet County,52502,10.86860654,9.9
Caldwell County,47848,10.7757846,12.8
Calhoun County,19706,9.888678437,14.6
Callahan County,14210,9.561701221,12.1
Cameron County,425208,12.96033374,24.6
Camp County,12716,9.450616322,16.7
Carson County,5784,8.662850764,9.1
Cass County,28539,10.25902685,18.2
Castro County,7298,8.895355617,16.2
Chambers County,51288,10.84521209,10.4
Cherokee County,51645,10.85214866,18.1
Childress County,6809,8.826000545,21.1
Clay County,10486,9.257796313,10.7
Cochran County,2526,7.834392303,21.3
Coke County,3333,8.111628078,15.1
Coleman County,7850,8.968268811,19.3
Collin County,1158696,13.96280579,6.6
Collingsworth County,2568,7.850882665,16.9
Colorado County,20754,9.940494278,12.4
Comal County,184642,12.12617409,5.3
Comanche County,13878,9.538060131,16.1
Concho County,3340,8.113726086,14.9
Cooke County,43050,10.67011751,13
Coryell County,85057,11.3510769,13.6
Cottle County,1307,7.175489714,18.8
Crane County,4546,8.422003004,11.3
Crockett County,2943,7.987184748,14.6
Crosby County,4998,8.516793111,23.2
Culberson County,2155,7.675546003,19.6
Dallam County,7241,8.887514597,10.5
Dallas County,2600840,14.77134503,14.4
Dawson County,12130,9.403437002,21.3
Deaf Smith County,18377,9.818855162,17.3
Delta County,5406,8.595264727,15.8
Denton County,977281,13.7925295,7.4
DeWitt County,19772,9.892022074,17.1
Dickens County,1726,7.453561872,20.7
Dimmit County,8387,9.034438167,25.7
Donley County,3339,8.11342664,16.9
Duval County,9888,9.19907718,30
Eastland County,17944,9.795011076,18.5
Ector County,160869,11.98834565,16.6
Edwards County,1422,7.25981961,20.1
Ellis County,212182,12.26519968,8.8
El Paso County,868763,13.67482564,20.1
Erath County,43895,10.6895557,17.9
Falls County,17049,9.74384683,20.3
Fannin County,37125,10.52204588,14.3
Fayette County,24913,10.12314503,11
Fisher County,3622,8.194781638,15.3
Floyd County,5235,8.563122123,18.2
Foard County,1057,6.963189986,17.4
Fort Bend County,889146,13.69801673,7.2
Franklin County,10618,9.270305953,14.8
Freestone County,19950,9.900984422,15.8
Frio County,17815,9.787796078,26.7
Gaines County,22181,10.00699135,13.8
Galveston County,357117,12.78581874,12.1
Garza County,6262,8.742254902,24.8
Gillespie County,27477,10.22110457,8.8
Glasscock County,1164,7.059617628,8.5
Goliad County,7131,8.872206756,14.7
Gonzales County,19832,9.895052074,16.1
Gray County,21015,9.952991747,17.7
Grayson County,143131,11.87151557,11.2
Gregg County,125443,11.73960675,16.1
Grimes County,30754,10.33377535,16.1
Guadalupe County,182760,12.1159291,9.5
Hale County,31827,10.36807027,19.6
Hall County,2810,7.940939762,24.1
Hamilton County,8298,9.023769801,14.8
Hansford County,5151,8.54694615,11.7
Hardeman County,3516,8.165079259,17.2
Hardin County,57811,10.96493435,9.7
Harris County,4780913,15.38014209,16.4
Harrison County,69955,11.15560746,15
Hartley County,5208,8.557951184,10.4
Haskell County,5403,8.594709634,20.6
Hays County,269225,12.50330274,12.4
Hemphill County,3217,8.076204527,10.2
Henderson County,84511,11.34463698,15.8
Hidalgo County,888367,13.69714022,28.8
Hill County,37329,10.52752578,13.9
Hockley County,21161,9.959915144,16.4
Hood County,66373,11.10304563,10.2
Hopkins County,37804,10.5401702,14.5
Houston County,21950,9.996522419,19.8
Howard County,33672,10.42442191,16.9
Hudspeth County,3432,8.140898461,24
Hunt County,108282,11.59249421,13.8
Hutchinson County,20215,9.914180182,12.6
Irion County,1530,7.333023014,8.8
Jack County,8922,9.096275416,16
Jackson County,15142,9.625227619,13.5
Jasper County,32484,10.38850294,23.8
Jeff Davis County,1903,7.551186867,21.3
Jefferson County,250830,12.4325307,19.2
Jim Hogg County,4763,8.468633001,23.2
Jim Wells County,38826,10.5668454,21.4
Johnson County,195506,12.18334635,9.8
Jones County,19935,9.90023226,19.7
Karnes County,14836,9.604811939,22.1
Kaufman County,172366,12.0573754,8.9
Kendall County,48973,10.7990244,6.8
Kenedy County,358,5.880532986,14.2
Kent County,740,6.606650186,11.5
Kerr County,53741,10.89193149,12.4
Kimble County,4422,8.394347361,15.6
King County,233,5.451038454,11.6
Kinney County,3128,8.048149102,19
Kleberg County,30362,10.32094711,24.6
Knox County,3273,8.093462275,17.1
Lamar County,50484,10.82941173,17
Lamb County,12724,9.451245253,19.1
Lampasas County,22785,10.0338577,12.2
La Salle County,6604,8.795430805,28.6
Lavaca County,20589,9.932512232,12.4
Lee County,17954,9.79556821,12.8
Leon County,16209,9.693321923,16.3
Liberty County,101992,11.53264966,15.6
Limestone County,22253,10.01023211,16.8
Lipscomb County,2854,7.956476798,13.3
Live Oak County,11428,9.343821763,17.7
Llano County,22540,10.02304679,12.1
Loving County,51,3.931825633,5.3
Lubbock County,317561,12.6684252,16.1
Lynn County,5724,8.652423141,16.8
McCulloch County,7497,8.92225822,17.3
McLennan County,266836,12.49438952,14.7
McMullen County,576,6.356107661,12.1
Madison County,13661,9.522300337,17.5
Marion County,9560,9.165343006,23
Martin County,5217,8.559677803,13.3
Mason County,3982,8.289539485,11.8
Matagorda County,36125,10.49474043,22.9
Maverick County,57843,10.96548772,20.5
Medina County,53723,10.89159649,14.2
Menard County,1968,7.584773078,19.4
Midland County,171999,12.05524394,10.5
Milam County,25628,10.15144078,14.6
Mills County,4500,8.411832676,13.7
Mitchell County,8943,9.098626382,19.2
Montague County,21063,9.955273226,14.1
Montgomery County,678490,13.42762502,10.5
Moore County,20996,9.952087222,11.9
Morris County,12083,9.399554785,18.5
Motley County,1032,6.939253946,16.9
Nacogdoches County,64862,11.08001722,20.8
Navarro County,54636,10.90844829,16
Newton County,12052,9.3969859,19.8
Nolan County,14473,9.580040124,18.3
Nueces County,351674,12.77045989,18.2
Ochiltree County,9606,9.170143182,11.8
Oldham County,1752,7.468513271,15.7
Orange County,84934,11.34962976,12.5
Palo Pinto County,29239,10.28325871,14.8
Panola County,22677,10.02910647,13.5
Parker County,165834,12.01874257,7.9
Parmer County,9620,9.171599544,15.2
Pecos County,14735,9.597980895,22.6
Polk County,53255,10.88284698,16.9
Potter County,115645,11.65828043,20.7
Presidio County,5939,8.689296048,21.3
Rains County,12823,9.458995712,12.8
Randall County,146140,11.89232035,9.1
Reagan County,3135,8.050384453,11.9
Real County,2840,7.951559331,15.6
Red River County,11542,9.353747835,18.7
Reeves County,12905,9.465370112,22.2
Refugio County,6632,8.799661697,15.5
Roberts County,803,6.688354714,7.4
Robertson County,17153,9.749928364,16.9
Rockwall County,123208,11.72162926,5.1
Runnels County,9859,9.196140023,15.3
Rusk County,53333,10.88431056,16.8
Sabine County,10048,9.215128889,16.3
San Augustine County,7857,8.969160133,22.7
San Jacinto County,28348,10.25231176,17.3
San Patricio County,69954,11.15559316,16.4
San Saba County,5824,8.66974259,17.9
Schleicher County,2357,7.765144903,14.8
Scurry County,16686,9.722325323,15.1
Shackelford County,3186,8.06652149,12
Shelby County,24008,10.08614239,19.6
Sherman County,2799,7.93701749,12
Smith County,241922,12.39637064,13
Somervell County,9757,9.185740255,9.3
Starr County,65728,11.09328029,31.6
Stephens County,9390,9.147400572,16.2
Sterling County,1417,7.25629724,11.8
Stonewall County,1182,7.074963198,15.5
Sutton County,3217,8.076204527,13.9
Swisher County,6881,8.836519269,20.9
Tarrant County,2154595,14.58311333,11.6
Taylor County,145163,11.88561253,17.9
Terrell County,693,6.541029999,17.4
Terry County,11567,9.355911495,22.3
Throckmorton County,1550,7.34601021,15
Titus County,31208,10.34842975,16
Tom Green County,118892,11.6859708,13.2
Travis County,1326436,14.0980062,11.2
Trinity County,13996,9.546526853,17.1
Tyler County,20030,9.904986429,17.5
Upshur County,42488,10.65697696,14.9
Upton County,3152,8.055792451,15.6
Uvalde County,24940,10.12422822,20.5
Val Verde County,47606,10.77071408,18.8
Van Zandt County,62859,11.0486494,13.3
Victoria County,91065,11.41932882,16.2
Walker County,78870,11.27555621,23.9
Waller County,61894,11.03317852,13.6
Ward County,10964,9.302372457,14.1
Washington County,36159,10.49568116,14
Webb County,267780,12.49792103,22.6
Wharton County,41824,10.64122562,15.9
Wheeler County,4807,8.477828468,14.1
Wichita County,129978,11.77512048,14.6
Wilbarger County,12491,9.432763664,14.1
Willacy County,20143,9.910612112,34.3
Williamson County,671418,13.41714717,6
Wilson County,52735,10.87303465,9.8
Winkler County,7306,8.896451207,14.7
Wise County,74895,11.22384241,10.2
Wood County,46857,10.75485569,14.1
Yoakum County,7451,8.916103531,12.8
Young County,17962,9.796013694,14.8
Zapata County,13849,9.535968307,28.9
Zavala County,9377,9.146015161,25.4
Beaver County,7327,8.899321434,9.2
Box Elder County,61498,11.02675993,8
Cache County,140173,11.85063265,11
Carbon County,20571,9.931637596,15.9
Daggett County,1014,6.921658184,7.2
Davis County,369948,12.82111773,6.4
Duchesne County,20161,9.911505324,13.1
Emery County,10099,9.220191688,11.8
Garfield County,5281,8.571870753,9.9
Grand County,9769,9.186969386,11.1
Iron County,62429,11.04178519,13.3
Juab County,12567,9.43882961,8.8
Kane County,8227,9.015176707,9.4
Millard County,13330,9.497772413,10.2
Morgan County,12832,9.45969733,4.5
Piute County,1487,7.304515946,15.1
Rich County,2628,7.87397838,8
Salt Lake County,1186257,13.98631353,8.8
San Juan County,14359,9.572132202,26.8
Sanpete County,29724,10.29971008,11.7
Sevier County,22069,10.00192919,9.7
Summit County,43036,10.66979225,5.8
Tooele County,79934,11.28895657,5.6
Uintah County,37141,10.52247676,11.9
Utah County,702434,13.46230673,8.1
Wasatch County,36619,10.50832251,4.9
Washington County,197680,12.19440484,9.4
Wayne County,2645,7.880426344,11.1
Weber County,269561,12.50454999,9.3
Addison County,37578,10.53417405,8.4
Bennington County,37392,10.52921206,12.5
Caledonia County,30579,10.32806878,12.5
Chittenden County,169301,12.03943347,10
Essex County,5994,8.698514248,14.4
Franklin County,50731,10.83429244,9.2
Grand Isle County,7489,8.921190556,7.7
Lamoille County,26090,10.16930738,8.7
Orange County,29846,10.30380611,9.8
Orleans County,27666,10.2279595,12.6
Rutland County,60366,11.00818131,10.5
Washington County,60048,11.00289952,8.8
Windham County,45842,10.73295598,11.3
Windsor County,58142,10.97064357,9.7
Accomack County,33191,10.41003403,16.2
Albemarle County,114534,11.648627,7
Alleghany County,14835,9.604744533,13.3
Amelia County,13455,9.507106063,9.9
Amherst County,31589,10.36056424,12.4
Appomattox County,16748,9.726034127,11.5
Arlington County,234000,12.36307639,7.9
Augusta County,78064,11.26528428,8.5
Bath County,4049,8.306225216,11.1
Bedford County,80848,11.30032613,8.8
Bland County,6148,8.723882105,14.4
Botetourt County,34135,10.43807853,7
Brunswick County,15921,9.675394271,21.3
Buchanan County,19352,9.870551052,23.9
Buckingham County,16982,9.739909239,16.8
Campbell County,55141,10.91764882,10.9
Caroline County,31957,10.37214653,10.9
Carroll County,29147,10.28010727,14.6
Charles City County,6605,8.795582217,11.4
Charlotte County,11475,9.347926035,16.9
Chesterfield County,378408,12.84372826,7.4
Clarke County,15266,9.633383412,7.2
Craig County,4847,8.486115236,11.5
Culpeper County,54381,10.90377011,8.9
Cumberland County,9746,9.184612223,14.8
Dickenson County,13725,9.526974266,22
Dinwiddie County,28161,10.24569332,11.9
Essex County,10630,9.271435471,11.5
Fairfax County,1138331,13.94507371,7.1
Fauquier County,74664,11.22075333,6.5
Floyd County,15619,9.656243401,12.1
Fluvanna County,28159,10.2456223,7.7
Franklin County,55074,10.91643301,11.2
Frederick County,95051,11.46216887,7.5
Giles County,16453,9.70826311,11.8
Gloucester County,39493,10.58387872,8.4
Goochland County,26109,10.17003536,6.3
Grayson County,15343,9.638414623,17.6
Greene County,21107,9.957360018,7.8
Greensville County,11226,9.325987796,24.4
Halifax County,33644,10.42359001,16
Hanover County,112938,11.63459427,6.7
Henrico County,333962,12.71878249,7
Henry County,49906,10.81789651,17
Highland County,2301,7.74109909,13.1
Isle of Wight County,40151,10.60040263,8.2
James City County,81199,11.30465821,7
King and Queen County,6718,8.81254577,14.1
King George County,27856,10.23480366,6.5
King William County,18492,9.825093485,7.1
Lancaster County,10750,9.282661034,12
Lee County,21982,9.997979216,25.1
Loudoun County,432085,12.97637761,3.6
Louisa County,40116,10.59953054,10
Lunenburg County,12031,9.395241931,18.7
Madison County,14000,9.546812609,9.4
Mathews County,8490,9.046644279,9.1
Mecklenburg County,30508,10.32574422,15.7
Middlesex County,10943,9.300455261,13
Montgomery County,98915,11.50201617,23.3
Nelson County,14652,9.592332124,12.4
New Kent County,24986,10.12607095,4.9
Northampton County,11900,9.384293679,17.6
Northumberland County,12302,9.41751713,13.1
Nottoway County,15559,9.652394528,21
Orange County,37991,10.54510457,8.9
Page County,23750,10.07533781,13.4
Patrick County,17643,9.778094383,14.3
Pittsylvania County,59952,11.00129952,13.1
Powhatan County,31489,10.35739356,6
Prince Edward County,21927,9.995474033,18.7
Prince George County,43134,10.67206683,10.4
Prince William County,486943,13.09590235,6.4
Pulaski County,33706,10.42543114,13.5
Rappahannock County,7502,8.922924931,9.1
Richmond County,9080,9.113829472,16.9
Roanoke County,96914,11.48157927,8.1
Rockbridge County,22593,10.0253954,10.2
Rockingham County,85397,11.35506625,8.3
Russell County,25448,10.14439243,18.4
Scott County,21476,9.974691312,19.6
Shenandoah County,44968,10.7137064,9.8
Smyth County,29449,10.29041523,17.5
Southampton County,17932,9.794342105,14.1
Spotsylvania County,146688,11.89606316,7.2
Stafford County,163380,12.00383405,5.4
Surry County,6527,8.783702699,12.2
Sussex County,10680,9.276128113,19.5
Tazewell County,39821,10.59214969,19.6
Warren County,41440,10.63200188,9.2
Washington County,53958,10.89596125,13.3
Westmoreland County,18712,9.836920308,15.1
Wise County,35421,10.47506014,19.2
Wythe County,28111,10.24391624,16.9
York County,71341,11.17522648,5.1
Alexandria city,155525,11.95456177,9.9
Bristol city,16975,9.739496952,18.4
Buena Vista city,6591,8.793460361,15.1
Charlottesville city,45373,10.72267249,21.6
Chesapeake city,252488,12.439119,8.3
Colonial Heights city,18294,9.814328416,9.4
Covington city,5679,8.64453044,17.4
Danville city,42229,10.65086247,24.2
Emporia city,5481,8.609042845,21.1
Fairfax city,24835,10.12000923,7.3
Falls Church city,14586,9.587817444,4
Franklin city,8247,9.017604777,19.6
Fredericksburg city,28757,10.26663649,14.2
Galax city,6730,8.814330423,21
Hampton city,138037,11.83527704,12.4
Harrisonburg city,51158,10.84267416,25
Hopewell city,22962,10.04159595,20.8
Lexington city,7457,8.916908468,21
Lynchburg city,79287,11.28082946,17.8
Manassas city,42642,10.66059496,8.6
Manassas Park city,16703,9.723343623,7.3
Martinsville city,13725,9.526974266,19.9
Newport News city,184306,12.1243527,15.8
Norfolk city,232995,12.35877227,16.9
Norton city,3609,8.191186005,20.4
Petersburg city,33394,10.41613152,22.8
Poquoson city,12582,9.4400225,5.4
Portsmouth city,97029,11.48276518,17.6
Radford city,16738,9.725436863,25.6
Richmond city,229395,12.34320069,21.1
Roanoke city,97847,11.49116031,17.9
Salem city,25523,10.14733529,10.5
Staunton city,25904,10.16215268,12
Suffolk city,98537,11.49818739,10.6
